train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
0.6104488083810518,0.39428647028075325,0.2514214366674423,0.6139523983001709,0.3750974088907242,0.2337276190519333
0.5361200932300452,0.6284247603681352,0.4718312952253554,0.5342872440814972,0.6501220464706421,0.4926331490278244
0.48197776079177856,0.76244056224823,0.6229358183013068,0.4992207884788513,0.7321849465370178,0.5892590284347534
0.4334434487602927,0.7735843989584181,0.6367896265453763,0.450947642326355,0.7512790560722351,0.6182548403739929
0.41507107290354645,0.8192616701126099,0.6971380247010125,0.443630650639534,0.7829580903053284,0.6511394381523132
0.375731548576644,0.8263907565010918,0.7065705392095778,0.3968520015478134,0.801104873418808,0.6767454743385315
0.35356061747579864,0.834820999039544,0.718956881099277,0.369671955704689,0.8222181499004364,0.7035955488681793
0.3381299828038071,0.852009289794498,0.7435163656870524,0.3504676967859268,0.8345191776752472,0.7201247811317444
0.3267538204337611,0.8549639450179206,0.7483382158809238,0.33815765380859375,0.8346780836582184,0.7223602533340454
0.3167776176423738,0.8618622355990939,0.758356683784061,0.3223755359649658,0.850532740354538,0.7431163191795349
0.3051294070301634,0.8692078193028768,0.7698633670806885,0.31310702860355377,0.8555406332015991,0.7511970400810242
0.2979201909267541,0.8736968371603224,0.7766804496447245,0.30684222280979156,0.8617746829986572,0.7599510252475739
0.2931302578160257,0.8764532009760538,0.7811149623658922,0.30068014562129974,0.8622040748596191,0.7618534564971924
0.287945902708805,0.8781036469671462,0.7835267384847006,0.29737699031829834,0.8659937083721161,0.767074465751648
0.28182069009000604,0.8838030762142606,0.7926638391282823,0.29006531834602356,0.8710820972919464,0.7742419242858887
0.2793539148388487,0.8807169927491082,0.7876513401667277,0.2868795841932297,0.8735952377319336,0.7778990268707275
0.2758318312240369,0.8859421213467916,0.7959705789883932,0.28432805836200714,0.8739050328731537,0.778834730386734
0.2740908454764973,0.8852937089072334,0.7948845426241556,0.28188732266426086,0.8748386204242706,0.7804190516471863
0.2725496951377753,0.8861765066782633,0.7962981528706021,0.2798406034708023,0.876465231180191,0.7828561663627625
0.2725976281093829,0.8841510746214125,0.7931851479742262,0.28139883279800415,0.8711163103580475,0.7756890058517456
0.27543456265420624,0.8790146708488464,0.7851688729392158,0.28551867604255676,0.8646692633628845,0.7669821977615356
0.27061591545740765,0.8824624684121873,0.7905377414491441,0.27855388820171356,0.8723157644271851,0.7775376439094543
0.271573592767571,0.8872930539978875,0.7981933686468337,0.2790398895740509,0.8747372031211853,0.7806908786296844
0.2705948370875734,0.8837614920404222,0.7925483584403992,0.27800068259239197,0.8733304738998413,0.7787868678569794
0.2730648788538846,0.8826353616184659,0.791048546632131,0.2822568416595459,0.866401195526123,0.769329160451889
