channel,n_total,n_train,n_val,train_loss,train_iou,train_dice,train_prec,train_rec,val_loss,val_iou,val_dice,val_prec,val_rec,note
CD16,41,33,8,0.55867359493718,0.512734548913108,0.6697907580269707,0.5763475663132138,0.825417591465844,0.5617416501045227,0.5226898491382599,0.6747426688671112,0.5556298494338989,0.8808779120445251,
CD31,41,33,8,0.5558782400506915,0.5428332984447479,0.6953312092357211,0.5755929814444648,0.9084729750951132,0.5689352452754974,0.520942747592926,0.6755872070789337,0.5529257953166962,0.9040298759937286,
OX40,41,33,8,0.5546755212726016,0.5563174353705512,0.7060991194513109,0.587969528304206,0.9133408731884427,0.5700239539146423,0.5200634300708771,0.6743163168430328,0.550780326128006,0.9062852263450623,
CD209,41,33,8,0.5627086821830634,0.5584635039170583,0.7071826524204678,0.5941615634494357,0.9041208624839783,0.5727006196975708,0.5178836286067963,0.6725435853004456,0.5522047579288483,0.8936890363693237,
CD11b,41,33,8,0.5637858925443707,0.5333662596013811,0.688345902495914,0.587439152929518,0.8611930343839858,0.5741764605045319,0.5061014890670776,0.6632811725139618,0.553733229637146,0.8631140291690826,
H3K27me3,41,33,8,0.4694273417646235,0.5951097938749526,0.740540537569258,0.7668651209937202,0.7270531190766228,0.5568258911371231,0.503815621137619,0.6237174868583679,0.7451426684856415,0.6305526196956635,
phospho-S6,41,33,8,0.5167656107382341,0.5816880133416917,0.7279167307747735,0.6306962834464179,0.8821518156263564,0.5362857580184937,0.49868911504745483,0.6356566250324249,0.6146121621131897,0.730856716632843,
CD3,41,33,8,0.5639367175824714,0.5080071621470981,0.6662005384763082,0.5747674074437883,0.8199432359801399,0.5764407217502594,0.4968117028474808,0.6554898917675018,0.5546365678310394,0.8332483768463135,
CD11c,41,33,8,0.5672107880765741,0.49369560347663033,0.6534394356939528,0.5823720826043023,0.7640953063964844,0.5776451230049133,0.47095833718776703,0.6319077014923096,0.5528371036052704,0.766432523727417,
dsDNA,41,33,8,0.5038350676045273,0.4839235179954105,0.6483571529388428,0.8058850169181824,0.5483985212114122,0.5057979375123978,0.46771734952926636,0.6327232122421265,0.8114779889583588,0.5276796221733093,
HLA-DR,41,33,8,0.565659862576109,0.47417643666267395,0.6325386299027337,0.594565298822191,0.7039361993471781,0.5740219950675964,0.4533202052116394,0.6133377254009247,0.5540577173233032,0.7003808617591858,
PD-L1,41,33,8,0.5686095302755182,0.4666886693901486,0.6302115983433194,0.591752161582311,0.6935709516207377,0.5747295618057251,0.4503019452095032,0.612006813287735,0.5551341474056244,0.6972273886203766,
MPO,41,33,8,0.5682965950532393,0.47930502229266697,0.6402626368734572,0.5859512951638963,0.72816491789288,0.582587480545044,0.44506047666072845,0.6082180738449097,0.5488659143447876,0.706907331943512,
HLA_Class_1,41,33,8,0.5522548321521643,0.45612282554308575,0.6045252084732056,0.6219527324040731,0.6288711163732741,0.5622214674949646,0.4431111365556717,0.6046282649040222,0.5846297144889832,0.6331052780151367,
CD138,41,33,8,0.5667821764945984,0.4690926604800754,0.6254456175698174,0.5900895761118995,0.6947618027528127,0.5868979096412659,0.4354267120361328,0.5953017473220825,0.5503287613391876,0.699989527463913,
CD45,41,33,8,0.5725245909257368,0.41445379124747384,0.5749036603503757,0.5789331992467245,0.5855647656652663,0.5817900598049164,0.4006655663251877,0.5635274052619934,0.5598107576370239,0.5738846659660339,
p53,41,33,8,0.5777237343065666,0.41118712888823616,0.5773462189568414,0.5978624688254462,0.5873037245538499,0.584025114774704,0.3995881974697113,0.5641818642616272,0.5559226870536804,0.5988027453422546,
Pan-Keratin,41,33,8,0.5831448742837617,0.4595288236935933,0.6192527413368225,0.6001060042116377,0.6633979479471842,0.5986170768737793,0.38099244236946106,0.5439422726631165,0.5503427982330322,0.5722130835056305,
Ki67,41,33,8,0.5829458977236892,0.3656839860810174,0.5277848309940762,0.5688310729132758,0.5066294471422831,0.5877303779125214,0.3684774488210678,0.5306985378265381,0.5596298277378082,0.5180899202823639,
PD1,41,33,8,0.5866428685910774,0.37305149767133927,0.540361589855618,0.5816864371299744,0.5272853838072883,0.5915947556495667,0.3572347015142441,0.5235987901687622,0.5526337027549744,0.5218842625617981,
CSF-1R,41,33,8,0.5852190581235018,0.35518332984712386,0.5200929178131951,0.5790571040577359,0.4853644139236874,0.5906194448471069,0.3552951067686081,0.5200920104980469,0.5535697937011719,0.5080976784229279,
Keratin6,41,33,8,0.5869610526344993,0.4280981885062324,0.5900560551219516,0.5957555108600192,0.6054901745584276,0.6222454309463501,0.3412596583366394,0.5008617341518402,0.5570985674858093,0.4672813266515732,
Vimentin,41,33,8,0.583325339086128,0.3501392602920532,0.5119073589642843,0.5845572484864129,0.4742434091038174,0.5914700031280518,0.3330787867307663,0.49410881102085114,0.5607843101024628,0.46020542085170746,
IDO,41,33,8,0.6113392331383445,0.1978777183426751,0.3224113682905833,0.5754569205972884,0.23323920534716713,0.6089321970939636,0.2540377080440521,0.3936532735824585,0.561511904001236,0.31175677478313446,
Fe,41,33,8,0.5894692016370369,0.2512691087192959,0.39432759086290997,0.5694023536311256,0.31777145465215045,0.6006862819194794,0.21848758310079575,0.3487456738948822,0.5402502119541168,0.2709845006465912,
Keratin17,41,33,8,0.6021074002439325,0.1722232980860604,0.29147496322790784,0.6040135224660238,0.19651539458168876,0.6109624803066254,0.13708623498678207,0.23945188522338867,0.5603668391704559,0.15867745876312256,
Beta_catenin,41,33,8,0.6323855284488562,0.1275708493259218,0.22229167156749302,0.6400576167636447,0.1388842968477143,0.6335771083831787,0.1242499127984047,0.21807241439819336,0.5969828069210052,0.13692190125584602,
CD45RO,41,33,8,0.6222767251910586,0.10647362967332204,0.19039398431777954,0.5973631408479478,0.1172162691752116,0.6212087869644165,0.11786340177059174,0.20781564712524414,0.5845025777816772,0.13533245399594307,
CD68,41,33,8,0.6254508567578865,0.1368376819623841,0.2359525892469618,0.5976229608058929,0.15641757597525915,0.6254482269287109,0.11305281892418861,0.20254388451576233,0.5387507975101471,0.12710478901863098,
CD20,41,33,8,0.6411868586684718,0.11392195812529987,0.19337068415350384,0.62021404504776,0.12478873630364735,0.6447645425796509,0.09439707919955254,0.16903450340032578,0.5664578974246979,0.10138959437608719,
CD8,41,33,8,0.6329266248327313,0.08941779534022014,0.15944413426849577,0.5796162386735281,0.0953808654513624,0.6350699961185455,0.08785461261868477,0.15942584723234177,0.5610238313674927,0.09444846585392952,
FoxP3,41,33,8,0.615505601420547,0.014551521899799505,0.028644948576887447,0.5927411417166392,0.014696810187564956,0.620591938495636,0.01372294407337904,0.02705830428749323,0.5584064722061157,0.013877738732844591,
