train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
0.6519350608189901,0.16458434032069313,0.09157844757040341,0.6542076170444489,0.1286846101284027,0.06985583156347275
0.6734936381831313,0.23158640621436966,0.15663876281016403,0.714933454990387,0.18865535780787468,0.10876578465104103
0.5533813527136138,0.5160135063860152,0.37041635976897347,0.5777499973773956,0.4368797391653061,0.2950094938278198
0.45753902196884155,0.7100039919217428,0.5637435184584724,0.4718605726957321,0.6902589499950409,0.5407224148511887
0.4016355709596114,0.8118699656592475,0.6883723272217644,0.4107687920331955,0.7932179570198059,0.6623930633068085
0.369896386608933,0.8295275171597799,0.7113393545150757,0.3784532845020294,0.822374701499939,0.7016129791736603
0.3491443196932475,0.838402960035536,0.7237852480676439,0.3592539280653,0.8353628516197205,0.7195106744766235
0.3327579579570077,0.8532786038186815,0.7454442381858826,0.34306782484054565,0.8439102470874786,0.7316625118255615
0.3232010133338697,0.8533564209938049,0.7465246518452963,0.3314162939786911,0.8423475623130798,0.7303506135940552
0.31370285785559454,0.8575765689214071,0.752209358745151,0.3210870325565338,0.8514122366905212,0.7431987226009369
0.30499026811484137,0.8665047023031447,0.7660258611043295,0.3124498277902603,0.8561438322067261,0.7505762577056885
0.2987539858529062,0.8695704936981201,0.7703493767314487,0.30564215779304504,0.8624941110610962,0.7599512040615082
0.2932548008181832,0.8725727001825968,0.7751925786336263,0.297928050160408,0.8650335669517517,0.7641595304012299
0.2889159240505912,0.8754428095287747,0.7793401545948453,0.2950069457292557,0.8695160150527954,0.7705975770950317
0.28473504203738587,0.8797303040822347,0.786124414867825,0.29120931029319763,0.8714225888252258,0.7733983099460602
0.2808783081444827,0.8784369362725152,0.7840101520220438,0.2862357795238495,0.8746271431446075,0.7783642113208771
0.2784154469316656,0.8823537230491638,0.7902106642723083,0.2833872437477112,0.87588170170784,0.7803418934345245
0.275982295924967,0.8826810717582703,0.790742834409078,0.2808065563440323,0.8765949606895447,0.781524270772934
0.27462656570203375,0.8829326894548204,0.7910949720276726,0.27997729182243347,0.8777822852134705,0.7833486795425415
0.2740311162038283,0.8820258577664694,0.7898362345165677,0.2788866460323334,0.8762521743774414,0.7812288701534271
0.2760690680959008,0.878837611940172,0.7849943306710985,0.2809454947710037,0.8725666999816895,0.7757391929626465
0.2732348857503949,0.88007695807351,0.7868069940143161,0.2774037569761276,0.8760285675525665,0.7809845209121704
0.2723239226774736,0.885227620601654,0.7948722044626871,0.27768850326538086,0.8782638907432556,0.7842060625553131
0.2724682724837101,0.8815291656388177,0.7890596257315742,0.2768547981977463,0.8769969344139099,0.7824322879314423
0.27492574670098047,0.8809103237258064,0.7883837024370829,0.27953289449214935,0.8731587529182434,0.7766655683517456
