channels,num_channels,total_samples,train_samples,val_samples,epochs,best_epoch,best_val_dice,final_train_dice,final_train_iou,final_train_precision,final_train_recall,final_val_dice,final_val_iou,final_val_precision,final_val_recall,training_time_seconds
dsDNA|CD4|Beta_catenin|HLA-DR|H3K9ac|Pan-Keratin|H3K27me3,7,41,33,8,25,23,0.8782638907432556,0.8809103237258064,0.7883837024370829,0.8709201878971524,0.8935683833228217,0.8731587529182434,0.7766655683517456,0.8687153458595276,0.87972092628479,2727.2747843265533
