train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
0.6640002366268274,0.09778183781438404,0.05177717159191767,0.6632812917232513,0.08168282359838486,0.0427053552120924
0.6967132651444637,0.024742865934967995,0.012560139306717448,0.6955598294734955,0.02967016026377678,0.01507933670654893
0.7513453310186212,0.057707892937792674,0.030066362789107695,0.7654688358306885,0.03760417923331261,0.019206427969038486
0.6930618900241274,0.23820828729205662,0.1393767926428053,0.7311409711837769,0.1652810126543045,0.09131360054016113
0.5706271610476754,0.5264913539091746,0.374427146381802,0.6194530725479126,0.4010659456253052,0.26218461990356445
0.45204356583681976,0.74875807762146,0.603908465968238,0.4818192720413208,0.7025740742683411,0.5497516393661499
0.4049787963881637,0.7950875560442606,0.6644057035446167,0.4233119338750839,0.7828337848186493,0.6500548720359802
0.38141772060683277,0.8241437938478258,0.7034695876969231,0.39413562417030334,0.8095526397228241,0.684481292963028
0.3548385031295545,0.8395917812983195,0.7263144850730896,0.36457762122154236,0.8198273181915283,0.7004186511039734
0.3329842776963205,0.8480185998810662,0.7377916442023383,0.3459161967039108,0.8354258239269257,0.721282422542572
0.3227851986885071,0.8579216003417969,0.7529674106174045,0.3320930004119873,0.8417997360229492,0.7305605113506317
0.308737649158998,0.8633654117584229,0.7609061333868239,0.3210400342941284,0.8494549989700317,0.7414867877960205
0.29993572018363257,0.8689569367302789,0.7696264717313979,0.3111148327589035,0.8544659316539764,0.7488469779491425
0.29405945178234216,0.8708815839555528,0.7723091642061869,0.30608731508255005,0.8599216639995575,0.7565566897392273
0.2873670151739409,0.8767245080735948,0.7815082139439053,0.29847435653209686,0.8644451200962067,0.7632245421409607
0.2837722590475371,0.8751422961552938,0.778890437550015,0.2931767851114273,0.8688591122627258,0.769924134016037
0.2811163564523061,0.8797526955604553,0.7861393756336637,0.29042550921440125,0.8705787360668182,0.7724868059158325
0.2779085672262943,0.8804504805141025,0.7872357500924004,0.2862633764743805,0.8725148141384125,0.775532603263855
0.27654656767845154,0.8811891476313273,0.7883816493882073,0.28503556549549103,0.8740381896495819,0.7778632640838623
0.2774453361829122,0.8777301841311984,0.7830885979864333,0.2861930727958679,0.8681342899799347,0.7693493664264679
0.2796046688701167,0.8734911150402493,0.7766416403982375,0.2896205931901932,0.8615432679653168,0.7599769532680511
0.27613082347494183,0.8758293588956197,0.7801878253618876,0.28481343388557434,0.8673491775989532,0.7683319747447968
0.27401189641519025,0.8833315372467041,0.7919371525446574,0.28237903118133545,0.8730921745300293,0.7766338586807251
0.2749866780006524,0.8790764013926188,0.7851661973529391,0.2836936265230179,0.869862288236618,0.7719157040119171
0.2782190911697619,0.8767255610889859,0.7817985746595595,0.28829652070999146,0.8618874847888947,0.7604904770851135
