channels,num_channels,total_samples,train_samples,val_samples,epochs,best_epoch,best_val_dice,final_train_dice,final_train_iou,final_train_precision,final_train_recall,final_val_dice,final_val_iou,final_val_precision,final_val_recall,training_time_seconds
B7H3|Beta_catenin|C|Ca|CD11b|CD11c|CD138|CD16|CD163|CD20|CD209|CD3|CD31|CD4|CD45|CD45RO|CD56|CD63|CD68|CD8|CSF-1R|dsDNA|EGFR|Fe|FoxP3|H3K27me3|H3K9ac|HLA-DR|HLA_Class_1|IDO|Keratin17|Keratin6|Ki67|Lag3|MPO|Na|OX40|P|p53|Pan-Keratin|PD-L1|PD1|phospho-S6|SMA|Vimentin,45,41,33,8,25,0,0.0,0.8767255610889859,0.7817985746595595,0.8712234364615546,0.8849455250634087,0.8618874847888947,0.7604904770851135,0.8774698078632355,0.8510784804821014,7667.860402345657
